TicketID,CustomerID,Market,Region,OpenDate,CloseDate,IssueType,Resolution,Resolved,CSAT
TKT-RE5262FP,CUST-001027,LATAM,Mexico,23-09-2022,22-10-2022,Billing,No Issue Found,Yes,4
TKT-EBTWSUSM,CUST-015791,LATAM,Colombia,04-10-2023,02-11-2023,Device,Resolved,Yes,3
TKT-UMW8FYYU,CUST-013180,EU,UK,26-07-2023,12-08-2023,Roaming,Resolved,Yes,2
TKT-MUJY9CDO,CUST-001854,LATAM,Argentina,23-03-2024,,Plan Change,Refund Issued,No,3
TKT-K72HWUKC,CUST-004541,APAC,Australia,26-02-2023,07-03-2023,Network,Resolved,Yes,4
TKT-0S2SQCHP,CUST-012076,LATAM,Colombia,11-04-2022,,Roaming,Resolved,No,2
TKT-EG3ZA90G,CUST-008265,LATAM,Chile,26-04-2025,29-04-2025,Device,Resolved,Yes,5
TKT-WA656ZBR,CUST-001654,EU,Spain,16-10-2024,10-11-2024,Plan Change,Resolved,Yes,4
TKT-A6LEIII5,CUST-027407,NA,Canada-West,17-06-2023,02-07-2023,Billing,Resolved,Yes,2
TKT-5432Y087,CUST-009650,APAC,India,06-06-2023,28-06-2023,Roaming,Escalated,Yes,2
TKT-35DSCQSZ,CUST-013508,LATAM,Argentina,30-04-2024,,Billing,Plan Adjusted,No,4
TKT-SP28B5SN,CUST-031876,MEA,UAE,04-11-2023,01-12-2023,International,Resolved,Yes,4
TKT-0CFX37N8,CUST-031362,NA,USA-East,16-08-2024,03-09-2024,Value Added Services,Technician Visit,Yes,5
TKT-HBJEPZ25,CUST-031646,APAC,Japan,06-10-2023,24-10-2023,Billing,Technician Visit,Yes,5
TKT-LNP0JTU9,CUST-002194,NA,USA-East,09-02-2023,08-03-2023,Plan Change,No Issue Found,Yes,4
TKT-D6LZ7ZFV,CUST-021282,NA,Canada-East,19-11-2022,06-12-2022,Billing,Resolved,Yes,3
TKT-QV8NTWII,CUST-036181,NA,Canada-East,21-11-2023,13-12-2023,Billing,Technician Visit,Yes,3
TKT-2D5AXFGF,CUST-016603,NA,USA-West,27-07-2024,27-07-2024,Device,Resolved,Yes,3
TKT-YCAAT6M9,CUST-028234,EU,France,04-12-2023,11-12-2023,Value Added Services,Resolved,Yes,5
TKT-L1TEZS7Z,CUST-018453,NA,Canada-East,26-07-2025,05-08-2025,Billing,Resolved,Yes,4
TKT-V8KA01TN,CUST-032563,MEA,UAE,28-02-2023,06-03-2023,Billing,Resolved,Yes,3
TKT-2MM9CCHG,CUST-030213,EU,Germany,08-10-2023,28-10-2023,Value Added Services,Resolved,Yes,5
TKT-LJ8PX7WY,CUST-004831,LATAM,Chile,03-02-2025,,Network,Plan Adjusted,No,3
TKT-CM6IFNR6,CUST-025873,MEA,Saudi Arabia,02-09-2023,07-09-2023,Network,Resolved,Yes,5
TKT-GJLIKISB,CUST-033483,APAC,Australia,01-12-2023,25-12-2023,Device,Resolved,Yes,5
TKT-5SYKEM3T,CUST-004676,LATAM,Chile,03-11-2022,,International,Resolved,No,5
TKT-C6HZCKW2,CUST-010721,NA,USA-West,10-09-2023,07-10-2023,Network,Resolved,Yes,1
TKT-1QGN032H,CUST-013049,MEA,Kenya,24-11-2023,19-12-2023,Billing,Escalated,Yes,5
TKT-Z3GPQ5WP,CUST-039444,EU,France,13-03-2022,01-04-2022,Network,Escalated,Yes,4
TKT-Z2B4Y52B,CUST-030180,EU,UK,13-02-2024,08-03-2024,Network,Technician Visit,Yes,1
TKT-K59AKB3S,CUST-034762,NA,Canada-West,02-03-2024,27-03-2024,Roaming,Technician Visit,Yes,4
TKT-64Q241T1,CUST-032005,MEA,Saudi Arabia,04-06-2024,17-06-2024,Value Added Services,Resolved,Yes,5
TKT-3OTFO8TJ,CUST-028105,APAC,Japan,08-04-2023,,Billing,Resolved,No,5
TKT-HMKIP8FL,CUST-034001,NA,Canada-West,08-03-2022,10-03-2022,Network,Resolved,Yes,3
TKT-OBOT18TL,CUST-020580,NA,Canada-West,12-01-2024,04-02-2024,Plan Change,Escalated,Yes,5
TKT-VXQPKYU9,CUST-007980,NA,USA-West,21-10-2022,01-11-2022,Billing,Resolved,Yes,4
TKT-QVPS0PX8,CUST-013796,LATAM,Argentina,19-01-2024,,Billing,Resolved,No,5
TKT-OWHOMC7K,CUST-034174,NA,USA-East,08-01-2024,31-01-2024,Network,Resolved,Yes,1
TKT-NA4T1DLS,CUST-001252,EU,Spain,17-10-2024,27-10-2024,Billing,Escalated,Yes,4
TKT-E7BR5JHZ,CUST-014069,LATAM,Colombia,02-04-2022,13-04-2022,Network,Resolved,Yes,3
TKT-PFALFP2S,CUST-024455,NA,Canada-East,31-10-2024,,Network,Resolved,No,4
TKT-QC5UUTRT,CUST-028450,NA,Canada-West,08-04-2023,,Network,No Issue Found,No,3
TKT-DBFT53OD,CUST-021035,APAC,Singapore,24-02-2022,22-03-2022,Roaming,No Issue Found,Yes,4
TKT-EJB1ZI4Q,CUST-011694,MEA,UAE,19-10-2024,11-11-2024,Device,No Issue Found,Yes,4
TKT-2WYTLRG4,CUST-024332,APAC,South Korea,08-07-2022,,Billing,Resolved,No,3
TKT-WSPLQC65,CUST-014951,NA,USA-West,20-06-2024,04-07-2024,Network,Resolved,Yes,4
TKT-ESX70NG1,CUST-019445,APAC,Singapore,24-04-2024,08-05-2024,International,Resolved,Yes,3
TKT-C2S7OJKA,CUST-005947,EU,Germany,10-10-2023,27-10-2023,Device,Refund Issued,Yes,3
TKT-5EAAZP5Z,CUST-030936,EU,Germany,24-01-2025,19-02-2025,Billing,Resolved,Yes,5
TKT-MLT8ETM3,CUST-008019,EU,Spain,08-11-2023,22-11-2023,Billing,Resolved,Yes,5
TKT-JO80246C,CUST-033463,LATAM,Mexico,28-12-2023,,Network,Resolved,No,5
TKT-NRUDUAMQ,CUST-024537,EU,UK,10-05-2025,08-06-2025,Network,Resolved,Yes,4
TKT-O4DWPVCK,CUST-007828,EU,Italy,22-06-2023,03-07-2023,Roaming,Resolved,Yes,5
TKT-MVHXRGRL,CUST-011067,APAC,Australia,31-03-2023,01-04-2023,Network,Technician Visit,Yes,4
TKT-R687XLH9,CUST-038928,APAC,Singapore,05-05-2024,19-05-2024,Device,Resolved,Yes,1
TKT-VBWS0OYW,CUST-002674,APAC,Japan,16-11-2022,04-12-2022,Billing,Technician Visit,Yes,3
TKT-3TJK4QJN,CUST-035842,APAC,Australia,16-05-2024,,Other,Refund Issued,No,4
TKT-TPG1R9XM,CUST-035956,APAC,Japan,15-10-2024,09-11-2024,Network,Resolved,Yes,3
TKT-JO6PZNYC,CUST-005042,NA,USA-West,26-08-2023,29-08-2023,Billing,Resolved,Yes,3
TKT-WE43X8D8,CUST-010041,MEA,Saudi Arabia,11-03-2024,17-03-2024,Network,Resolved,Yes,4
TKT-E4KWDDJO,CUST-039953,APAC,Singapore,30-08-2022,23-09-2022,Plan Change,Resolved,Yes,3
TKT-JTBNXQAI,CUST-035228,NA,Canada-East,22-02-2025,04-03-2025,Billing,Resolved,Yes,1
TKT-HNHZ9WKS,CUST-004027,EU,France,07-08-2023,16-08-2023,Plan Change,Plan Adjusted,Yes,4
TKT-GVWMZMHW,CUST-031780,EU,France,29-09-2024,06-10-2024,Billing,Resolved,Yes,1
TKT-1P9DC6LQ,CUST-008813,LATAM,Colombia,20-11-2024,11-12-2024,Billing,Resolved,Yes,2
TKT-HH3MRJ5X,CUST-007978,NA,USA-West,18-11-2023,11-12-2023,Billing,Refund Issued,Yes,4
TKT-NJR52R03,CUST-011381,EU,Italy,15-04-2024,10-05-2024,Network,Technician Visit,Yes,4
TKT-APWIM1HW,CUST-010432,APAC,India,25-05-2023,08-06-2023,Device,Technician Visit,Yes,1
TKT-DIY0A3X9,CUST-013883,NA,USA-West,20-05-2025,,Plan Change,Resolved,No,2
TKT-6FTKC94G,CUST-039287,NA,Canada-East,16-01-2022,19-01-2022,International,Resolved,Yes,3
TKT-AJSB2E0M,CUST-038930,APAC,Singapore,08-04-2024,20-04-2024,International,Resolved,Yes,4
TKT-LZ4DYZ3X,CUST-014975,APAC,India,09-06-2024,01-07-2024,Network,Plan Adjusted,Yes,4
TKT-GUA4U2QE,CUST-010548,LATAM,Colombia,05-09-2022,28-09-2022,Plan Change,Resolved,Yes,4
TKT-I761H19E,CUST-002553,LATAM,Colombia,25-09-2023,19-10-2023,Network,Technician Visit,Yes,4
TKT-NL026UV5,CUST-014248,NA,Canada-West,10-06-2024,05-07-2024,Network,No Issue Found,Yes,4
TKT-AQ2VGJD0,CUST-011174,NA,USA-East,09-03-2024,,Roaming,Technician Visit,No,4
TKT-4K6OXHT3,CUST-024279,APAC,India,07-06-2024,20-06-2024,Other,Resolved,Yes,4
TKT-RYH5D6JB,CUST-023969,NA,Canada-West,20-05-2025,02-06-2025,Billing,Escalated,Yes,3
TKT-36FG9D85,CUST-022067,LATAM,Argentina,25-03-2025,11-04-2025,International,Plan Adjusted,Yes,4
TKT-2XYY10QL,CUST-021404,NA,USA-West,02-08-2024,,Billing,Resolved,No,2
TKT-UIHAPQ1K,CUST-022364,NA,Canada-East,24-03-2022,30-03-2022,International,Resolved,Yes,2
TKT-DHP4EVHL,CUST-039580,LATAM,Argentina,29-05-2022,09-06-2022,Billing,Resolved,Yes,4
TKT-04C3E7M7,CUST-029116,APAC,India,20-09-2022,15-10-2022,International,Resolved,Yes,4
TKT-SUY7UACF,CUST-036888,APAC,Australia,20-10-2024,06-11-2024,Device,Resolved,Yes,5
TKT-S9MIXXAP,CUST-020920,APAC,South Korea,23-07-2022,,Billing,Resolved,No,5
TKT-HHRQ3BC8,CUST-034773,EU,France,03-08-2024,,Device,Resolved,No,5
TKT-BVHGN6AY,CUST-003236,APAC,Australia,21-09-2022,,Value Added Services,Technician Visit,No,5
TKT-OV1BUH5T,CUST-027423,EU,UK,10-03-2025,,Network,Resolved,No,4
TKT-B2ETSCWV,CUST-027154,NA,Canada-West,20-12-2022,,Plan Change,No Issue Found,No,4
TKT-EDWE7NAJ,CUST-025030,APAC,South Korea,06-12-2023,26-12-2023,Network,Technician Visit,Yes,3
TKT-297KUDI2,CUST-018266,LATAM,Chile,18-09-2023,02-10-2023,Network,Resolved,Yes,4
TKT-E7KKZJLT,CUST-005251,EU,Spain,07-02-2022,09-02-2022,Network,Resolved,Yes,5
TKT-4R9RSN7C,CUST-027772,EU,France,26-08-2024,21-09-2024,Billing,Resolved,Yes,5
TKT-BN7ZSNDO,CUST-019566,LATAM,Chile,02-08-2024,19-08-2024,Billing,Technician Visit,Yes,4
TKT-G8P5BPD3,CUST-036020,APAC,India,04-08-2023,,International,No Issue Found,No,5
TKT-QOQD7GDS,CUST-021729,NA,Canada-East,15-03-2024,22-03-2024,Network,Resolved,Yes,5
TKT-XD4P35YJ,CUST-030326,MEA,South Africa,06-01-2022,17-01-2022,Network,Resolved,Yes,5
TKT-5HWZRSDO,CUST-026784,APAC,Australia,03-10-2023,01-11-2023,Other,Resolved,Yes,3
TKT-CUE02FIO,CUST-011602,LATAM,Brazil,14-10-2024,09-11-2024,Billing,Resolved,Yes,2
TKT-FM6EITBQ,CUST-004177,NA,Canada-East,06-12-2024,27-12-2024,Network,Technician Visit,Yes,3
TKT-1DTG30PY,CUST-025799,APAC,Australia,15-03-2023,26-03-2023,Network,Plan Adjusted,Yes,5
TKT-NFXOJ3FU,CUST-036565,APAC,Singapore,31-01-2024,22-02-2024,Device,Resolved,Yes,4
TKT-BTK8Z1KZ,CUST-004698,EU,UK,01-01-2023,,Plan Change,Resolved,No,3
TKT-B44CXLL2,CUST-025382,LATAM,Chile,04-07-2022,06-07-2022,Network,Resolved,Yes,4
TKT-QQIBNUPS,CUST-032621,APAC,India,26-02-2025,12-03-2025,Billing,Plan Adjusted,Yes,3
TKT-I1X8ODDN,CUST-023233,EU,France,17-10-2022,,Billing,Resolved,No,5
TKT-ZV32XFXR,CUST-028918,APAC,Singapore,02-12-2023,13-12-2023,Value Added Services,Resolved,Yes,2
TKT-XVZBNI9E,CUST-030008,EU,Italy,18-05-2025,31-05-2025,Billing,Refund Issued,Yes,4
TKT-J0SIZELJ,CUST-008365,EU,Italy,05-06-2025,16-06-2025,Device,Resolved,Yes,3
TKT-102R404L,CUST-016972,LATAM,Mexico,05-11-2022,04-12-2022,Network,Resolved,Yes,2
TKT-I0GZ5X0B,CUST-034516,MEA,UAE,09-06-2024,28-06-2024,Device,Resolved,Yes,5
TKT-RWW6I2H9,CUST-027808,APAC,South Korea,24-03-2022,07-04-2022,Plan Change,Resolved,Yes,3
TKT-T4MMK5CH,CUST-014986,EU,Italy,22-05-2023,,Billing,Refund Issued,No,5
TKT-KGDLXJCB,CUST-030062,APAC,South Korea,29-10-2022,16-11-2022,Device,Resolved,Yes,5
TKT-A4FCZOZZ,CUST-013964,APAC,India,29-04-2022,23-05-2022,Billing,Escalated,Yes,5
TKT-BYWDPQ5A,CUST-033547,NA,Canada-East,26-02-2025,27-03-2025,Other,Resolved,Yes,4
TKT-TW06TYZJ,CUST-015648,LATAM,Colombia,21-11-2022,21-11-2022,Network,Resolved,Yes,3
TKT-YH17G1EB,CUST-036960,NA,USA-West,25-05-2022,,Roaming,Plan Adjusted,No,5
TKT-85TS5067,CUST-037397,EU,France,03-07-2022,11-07-2022,Network,Resolved,Yes,1
TKT-F83JE1JU,CUST-007169,APAC,India,10-06-2024,22-06-2024,Other,Plan Adjusted,Yes,5
TKT-HSSR9J1A,CUST-021663,APAC,Singapore,01-07-2025,06-07-2025,Billing,Refund Issued,Yes,5
TKT-1CAY1ZMV,CUST-020149,EU,Germany,25-08-2023,19-09-2023,Network,No Issue Found,Yes,2
TKT-L7K6YSAR,CUST-008206,APAC,Japan,07-05-2022,,Value Added Services,Resolved,No,3
TKT-T1G9RFL7,CUST-016153,NA,USA-West,17-12-2023,23-12-2023,Device,Escalated,Yes,5
TKT-TTV8XG7Z,CUST-035299,APAC,South Korea,27-04-2023,24-05-2023,Network,Technician Visit,Yes,1
TKT-H4ZIM3Y5,CUST-022764,LATAM,Argentina,14-02-2023,16-02-2023,Network,Technician Visit,Yes,3
TKT-Z09YUCQH,CUST-003532,LATAM,Chile,29-09-2022,,Device,Resolved,No,4
TKT-LLZNEJF1,CUST-038990,EU,UK,06-02-2024,18-02-2024,Network,No Issue Found,Yes,4
TKT-RBK1UYR0,CUST-029915,NA,USA-East,23-04-2025,22-05-2025,Network,Escalated,Yes,5
TKT-0GRLASR4,CUST-021182,LATAM,Chile,24-07-2022,27-07-2022,Billing,Plan Adjusted,Yes,3
TKT-34LGPRY9,CUST-005724,APAC,India,28-10-2023,01-11-2023,Network,Resolved,Yes,4
TKT-LSOLE8LU,CUST-005121,EU,France,16-05-2024,19-05-2024,Billing,Resolved,Yes,1
TKT-NPOHVV4G,CUST-013559,APAC,South Korea,26-09-2023,10-10-2023,Roaming,Resolved,Yes,5
TKT-9ZOTGWC9,CUST-029270,LATAM,Colombia,17-02-2022,23-02-2022,Billing,Resolved,Yes,5
TKT-5VXHAAYJ,CUST-029632,NA,USA-East,13-11-2022,14-11-2022,Roaming,Resolved,Yes,4
TKT-YMBDENI5,CUST-016678,EU,Italy,22-10-2022,29-10-2022,Billing,Escalated,Yes,4
TKT-PKXGUL3N,CUST-006284,NA,Canada-West,19-10-2024,06-11-2024,Roaming,Technician Visit,Yes,5
TKT-SG6KBRAS,CUST-012753,APAC,South Korea,29-04-2025,22-05-2025,Network,No Issue Found,Yes,5
TKT-S6OZORBH,CUST-038502,APAC,Singapore,10-08-2024,10-08-2024,Billing,Technician Visit,Yes,5
TKT-DAZWTRKU,CUST-025053,EU,Italy,14-07-2024,09-08-2024,Network,No Issue Found,Yes,4
TKT-GQ9BDZ4U,CUST-036608,APAC,Australia,29-05-2023,13-06-2023,Billing,Resolved,Yes,5
TKT-JQ11M2JJ,CUST-026103,EU,Germany,25-09-2024,11-10-2024,International,Plan Adjusted,Yes,4
TKT-52R6B6LB,CUST-017007,EU,UK,21-10-2022,18-11-2022,Network,Refund Issued,Yes,4
TKT-2KLH3E62,CUST-025389,NA,Canada-East,07-11-2023,26-11-2023,Value Added Services,Refund Issued,Yes,3
TKT-2SX2OUVU,CUST-028794,NA,USA-West,08-11-2023,27-11-2023,Billing,Technician Visit,Yes,4
TKT-1QGTXRI5,CUST-029882,MEA,UAE,12-01-2022,03-02-2022,Billing,Resolved,Yes,4
TKT-C7X1EG0M,CUST-026448,APAC,Singapore,15-03-2023,03-04-2023,Billing,Plan Adjusted,Yes,5
TKT-GSQ5WFUZ,CUST-020880,APAC,India,26-12-2024,23-01-2025,Network,Resolved,Yes,5
TKT-MQL1UOOJ,CUST-016431,APAC,India,26-08-2023,,Network,No Issue Found,No,5
TKT-ILAIUUR8,CUST-035464,NA,USA-West,14-03-2023,04-04-2023,Plan Change,Plan Adjusted,Yes,4
TKT-G3T0NV6K,CUST-001081,LATAM,Colombia,10-03-2022,30-03-2022,Billing,Resolved,Yes,1
TKT-D2F514IQ,CUST-024004,MEA,Kenya,25-05-2022,22-06-2022,Other,Resolved,Yes,3
TKT-O2PZ1KHW,CUST-029624,NA,Canada-West,19-06-2022,17-07-2022,Billing,Resolved,Yes,3
TKT-GZNJ5IKD,CUST-030035,MEA,Kenya,26-12-2023,12-01-2024,Billing,Resolved,Yes,5
TKT-A1EFDH6S,CUST-029160,EU,Italy,17-10-2024,,Billing,Technician Visit,No,3
TKT-Z76KQU67,CUST-005120,APAC,Singapore,04-08-2022,13-08-2022,Billing,Resolved,Yes,1
TKT-R6GE0YKV,CUST-023951,LATAM,Mexico,30-04-2022,27-05-2022,Billing,Resolved,Yes,3
TKT-ABFIYEJV,CUST-037977,NA,Canada-East,17-03-2023,07-04-2023,Network,Escalated,Yes,3
TKT-25GMIGKD,CUST-034797,APAC,Japan,20-04-2023,14-05-2023,International,Resolved,Yes,3
TKT-BWKKLHD1,CUST-021244,EU,France,12-06-2023,23-06-2023,Network,Escalated,Yes,4
TKT-E062JKTB,CUST-036280,MEA,Saudi Arabia,13-07-2023,04-08-2023,Roaming,Resolved,Yes,5
TKT-93VWHZK8,CUST-034065,EU,Spain,20-07-2023,03-08-2023,Other,Resolved,Yes,4
TKT-IGVILS0K,CUST-024272,APAC,India,16-04-2024,10-05-2024,Network,Technician Visit,Yes,5
TKT-HW9IJYU1,CUST-016645,EU,Italy,09-08-2024,21-08-2024,Billing,Plan Adjusted,Yes,5
TKT-8CQ0SBP6,CUST-038083,LATAM,Brazil,01-09-2022,07-09-2022,Network,Resolved,Yes,4
TKT-VN39BBJC,CUST-002919,EU,UK,16-01-2022,03-02-2022,Device,Escalated,Yes,1
TKT-GNG61UOY,CUST-016691,NA,Canada-West,29-11-2022,19-12-2022,Other,Escalated,Yes,5
TKT-CT20FUDE,CUST-018465,EU,Italy,23-03-2023,,International,Escalated,No,5
TKT-TGHS2JBN,CUST-018239,APAC,Singapore,01-03-2022,01-03-2022,Network,Refund Issued,Yes,5
TKT-BCBB23NQ,CUST-004256,NA,Canada-East,17-02-2025,28-02-2025,Billing,Resolved,Yes,3
TKT-2G5LNW7M,CUST-036649,EU,Germany,09-07-2025,10-07-2025,Other,No Issue Found,Yes,4
TKT-5RPPSS4N,CUST-011678,NA,USA-East,18-09-2023,08-10-2023,Device,Resolved,Yes,5
TKT-ADPV6QJJ,CUST-010401,APAC,India,05-04-2024,21-04-2024,Device,Resolved,Yes,5
TKT-66A7O8M1,CUST-015292,LATAM,Chile,12-03-2023,25-03-2023,International,Resolved,Yes,2
TKT-MTLRLGSG,CUST-000984,APAC,India,19-02-2022,,Network,Resolved,No,3
TKT-BDFNM5J9,CUST-036623,NA,Canada-West,02-12-2022,,Plan Change,Resolved,No,5
TKT-4I1B0C40,CUST-001616,NA,USA-West,27-06-2022,30-06-2022,Network,Plan Adjusted,Yes,2
TKT-XSPK4D3N,CUST-006477,EU,Germany,02-01-2023,07-01-2023,Roaming,Resolved,Yes,3
TKT-8ZX1E62V,CUST-029441,EU,Italy,11-03-2023,,Network,Technician Visit,No,5
TKT-VPK79HQO,CUST-004857,APAC,Japan,01-04-2024,25-04-2024,Network,Escalated,Yes,4
TKT-ZJYPG5P8,CUST-022529,NA,Canada-East,11-08-2023,02-09-2023,Value Added Services,Resolved,Yes,5
TKT-X7RPWIFH,CUST-020144,NA,USA-West,26-12-2024,22-01-2025,Billing,Resolved,Yes,4
TKT-3FN5XI2K,CUST-014152,LATAM,Brazil,15-03-2022,07-04-2022,Network,Resolved,Yes,5
TKT-F0V1C6DA,CUST-030900,LATAM,Chile,31-12-2023,09-01-2024,Other,Resolved,Yes,2
TKT-GYGHOR2B,CUST-038856,NA,USA-East,01-06-2022,16-06-2022,International,No Issue Found,Yes,5
TKT-SA3B6251,CUST-002354,LATAM,Chile,13-05-2023,23-05-2023,Billing,Resolved,Yes,4
TKT-B94E6EOH,CUST-020437,APAC,Japan,21-08-2022,24-08-2022,Device,Plan Adjusted,Yes,3
TKT-PRVZC457,CUST-035917,APAC,Australia,20-02-2024,20-02-2024,Billing,Refund Issued,Yes,5
TKT-OKANOUFN,CUST-035769,APAC,Japan,12-02-2023,04-03-2023,Network,Technician Visit,Yes,5
TKT-7YUWISQO,CUST-012585,APAC,Japan,03-06-2024,06-06-2024,Plan Change,Resolved,Yes,3
TKT-N2MX96U2,CUST-006226,NA,Canada-East,10-10-2024,31-10-2024,Value Added Services,Resolved,Yes,4
TKT-ALPQ20Y0,CUST-017861,MEA,UAE,28-07-2024,18-08-2024,Network,No Issue Found,Yes,5
TKT-DBDQDVMJ,CUST-027334,MEA,South Africa,31-12-2023,10-01-2024,Network,Technician Visit,Yes,2
TKT-ZWVH5L5O,CUST-002691,NA,USA-East,25-09-2023,27-09-2023,Device,Plan Adjusted,Yes,5
TKT-S1KMWSSF,CUST-009947,EU,UK,07-07-2023,10-07-2023,Billing,Escalated,Yes,3
TKT-5G4QBSTM,CUST-000829,NA,Canada-West,02-09-2022,20-09-2022,Other,Plan Adjusted,Yes,2
TKT-D13G1282,CUST-009487,APAC,Japan,30-03-2023,21-04-2023,Network,Resolved,Yes,1
TKT-BKU3GX4R,CUST-025385,NA,USA-East,29-06-2024,,Other,Plan Adjusted,No,4
TKT-DGZBZUMQ,CUST-008312,APAC,Australia,21-05-2023,09-06-2023,Plan Change,Resolved,Yes,3
TKT-BQJYNQLK,CUST-029471,APAC,South Korea,15-03-2024,04-04-2024,Plan Change,Refund Issued,Yes,5
TKT-YQDHO3TS,CUST-034090,EU,Spain,01-10-2022,24-10-2022,Network,Plan Adjusted,Yes,3
TKT-71K9XMVH,CUST-006675,APAC,Australia,13-06-2023,25-06-2023,Roaming,Technician Visit,Yes,5
TKT-FB7CNYWG,CUST-037366,APAC,Australia,06-02-2024,25-02-2024,Device,Resolved,Yes,1
TKT-BTXV9988,CUST-017455,EU,UK,28-08-2022,04-09-2022,Plan Change,Resolved,Yes,1
TKT-PX7XSV2A,CUST-037413,MEA,South Africa,29-04-2022,01-05-2022,Device,Resolved,Yes,4
TKT-QIJWHGR7,CUST-009245,EU,France,17-09-2023,21-09-2023,Plan Change,Plan Adjusted,Yes,3
TKT-GUFO5F6L,CUST-010672,APAC,South Korea,02-01-2022,15-01-2022,Billing,Resolved,Yes,5
TKT-A0IWOARR,CUST-010727,EU,Spain,26-02-2023,26-03-2023,Billing,Resolved,Yes,3
TKT-8MVBQLQW,CUST-035032,APAC,Singapore,05-03-2023,25-03-2023,Billing,Resolved,Yes,4
TKT-W7Z155UN,CUST-029577,MEA,Kenya,25-03-2022,05-04-2022,Plan Change,Resolved,Yes,4
TKT-OK3CPJJV,CUST-012704,NA,USA-West,14-07-2023,03-08-2023,Plan Change,Resolved,Yes,4
TKT-CLR3GMPF,CUST-004649,LATAM,Argentina,19-05-2022,15-06-2022,Roaming,Resolved,Yes,3
TKT-HPVHEBK3,CUST-012477,APAC,India,09-08-2022,02-09-2022,Other,Plan Adjusted,Yes,5
TKT-E7D41L57,CUST-017831,APAC,Japan,06-05-2022,01-06-2022,Billing,Resolved,Yes,1
TKT-W8PCACX6,CUST-014866,APAC,Australia,29-05-2025,17-06-2025,Roaming,Resolved,Yes,5
TKT-AZCY760G,CUST-018097,APAC,South Korea,27-01-2022,17-02-2022,Device,Plan Adjusted,Yes,3
TKT-K51CRNXR,CUST-011631,MEA,Kenya,12-02-2023,12-03-2023,Roaming,Resolved,Yes,1
TKT-R3ZPQOOJ,CUST-004828,APAC,Singapore,11-07-2022,22-07-2022,Billing,Escalated,Yes,5
TKT-VSL7J0BO,CUST-002122,EU,France,20-10-2023,06-11-2023,Billing,Escalated,Yes,5
TKT-LDZGL9JE,CUST-014695,APAC,Japan,25-05-2022,04-06-2022,Billing,No Issue Found,Yes,3
TKT-QCH6CWH8,CUST-018838,EU,UK,15-01-2024,21-01-2024,Plan Change,Escalated,Yes,4
TKT-82CNJN60,CUST-034909,EU,France,09-05-2023,06-06-2023,Device,Resolved,Yes,5
TKT-F2NTDY2E,CUST-031357,APAC,Australia,22-02-2023,14-03-2023,Other,Resolved,Yes,5
TKT-9TTVHEFD,CUST-004498,APAC,India,13-11-2022,30-11-2022,Roaming,Escalated,Yes,1
TKT-RCS3E08L,CUST-034247,NA,USA-East,28-09-2022,27-10-2022,Roaming,Resolved,Yes,3
TKT-9EE58OJC,CUST-029655,EU,Germany,16-01-2025,,Network,Resolved,No,5
TKT-KRH59522,CUST-008706,EU,Italy,23-01-2023,10-02-2023,Plan Change,Technician Visit,Yes,3
TKT-F67E9ZH3,CUST-022760,NA,Canada-East,27-06-2025,24-07-2025,Device,Resolved,Yes,4
TKT-4MAZDV6G,CUST-007679,APAC,Japan,08-05-2025,12-05-2025,Plan Change,Resolved,Yes,5
TKT-AFREUGH9,CUST-003956,LATAM,Colombia,03-02-2023,28-02-2023,Billing,Resolved,Yes,1
TKT-OPAAMXGR,CUST-035355,LATAM,Argentina,07-07-2023,13-07-2023,Plan Change,Refund Issued,Yes,1
TKT-YQ7AVLUR,CUST-038868,APAC,Singapore,14-12-2022,22-12-2022,International,Resolved,Yes,4
TKT-Z5V9US4H,CUST-007875,NA,USA-East,21-01-2024,25-01-2024,Network,Technician Visit,Yes,4
TKT-8MZV8E6W,CUST-005424,EU,UK,30-04-2022,10-05-2022,Billing,Resolved,Yes,3
TKT-RI4SNFCN,CUST-022068,LATAM,Argentina,30-05-2022,20-06-2022,Device,Resolved,Yes,4
TKT-7LFH8JEJ,CUST-023179,NA,USA-East,11-01-2023,20-01-2023,Device,Escalated,Yes,1
TKT-WXB25IG1,CUST-006661,NA,USA-East,06-12-2024,23-12-2024,Device,Resolved,Yes,5
TKT-UVI18C82,CUST-011139,NA,USA-West,25-06-2024,03-07-2024,Billing,Refund Issued,Yes,5
TKT-GWI55OE1,CUST-017367,NA,USA-West,21-12-2022,23-12-2022,Network,Technician Visit,Yes,4
TKT-P0YMPDDD,CUST-032035,LATAM,Mexico,29-08-2022,18-09-2022,Billing,Resolved,Yes,4
TKT-VAAPG80F,CUST-008711,LATAM,Colombia,25-02-2023,12-03-2023,Billing,Refund Issued,Yes,4
TKT-NUJ0MC8P,CUST-003330,NA,USA-East,21-08-2023,09-09-2023,Plan Change,Resolved,Yes,5
TKT-JIBSYJSJ,CUST-011839,APAC,India,16-04-2022,24-04-2022,Plan Change,No Issue Found,Yes,3
TKT-EOCVCI3W,CUST-008972,NA,USA-West,27-02-2023,03-03-2023,Network,Resolved,Yes,4
TKT-TBK3Y5G1,CUST-021987,MEA,Egypt,09-02-2023,04-03-2023,Network,Resolved,Yes,5
TKT-WLM0DLC7,CUST-014201,EU,Germany,26-04-2024,15-05-2024,Value Added Services,Resolved,Yes,3
TKT-IGEXM0NW,CUST-009291,EU,Germany,08-03-2025,21-03-2025,Billing,Resolved,Yes,5
